WordID,SentenceNr,WordNr,Target,Surprisal,Entropy
1214,24,5,halo,13.001557197090099,8.274714
1215,24,6,that,7.987559254867664,2.5258863
1216,24,7,makes,4.35172164233958,7.6095266
1217,24,8,owners,11.0262344155797,2.3071156
1218,24,9,feel,1.3094020779746058,5.0449567
1219,24,10,righteous,12.78337638820539,5.018785
1220,24,11,and,3.039449154018557,4.0969586
1221,24,12,their,7.3395864232431425,9.129436
1222,24,13,neighbors,9.581352376020343,8.401543
1223,24,14,feel,0.7952421611333537,4.418451
1224,24,15,guilty,4.193130543791326,7.6177506
1225,24,16,for,3.4827578565647035,3.615639
1226,24,17,not,2.043696876724331,6.4252076
1227,24,18,doing,7.312240428106883,5.687103
1228,24,19,as,4.264974883437114,4.0307307
1229,24,20,much,0.5853279241384598,1.8333015
1230,24,21,to,2.54187929695109,3.6677856
1231,24,22,save,3.78513590021582,6.2113414
1232,24,23,the,0.600970907261452,2.6767771
1233,24,24,planet,1.178213758474038,2.327305
1234,24,25,They,16.55761809132791,2.4033535
1235,24,26,also,4.812985233941434,6.76012
1236,24,27,cost,6.924287307093903,7.635674
1237,24,28,more,2.209609042512051,4.7328157
1238,24,29,and,4.7086470177216855,3.3206995
1239,24,30,a,9.799644491259315,6.296265
1240,24,31,new,5.664130056363785,6.5901017
1241,24,32,report,7.278055979972704,7.53056
1242,24,33,from,3.0665961379160396,4.661264
1243,24,34,the,1.072127205492447,5.7199
1244,24,35,very,14.838724313642047,7.929632
1245,24,36,green,5.345961799471641,7.0701203
1246,24,37,Union,9.565510605824837,8.8539715
1247,24,38,of,0.004622034509473459,0.046921458
1248,24,39,Concerned,6.552687806409133e-05,0.0010182977
1249,24,40,Scientists,0.004118925305113436,0.031397052
1250,24,41,says,2.9081264224046914,5.528382
1251,24,42,buyers,9.425156937380606,4.5585556
1252,24,43,aren't,6.723503538822005,4.3982987
1253,24,44,always,5.446292788489882,6.8886523
1254,24,45,getting,2.2725889636074528,5.908528
1255,24,46,their,5.202437316927796,2.5469246
1256,24,47,money's,0.16227602739470384,1.2225335
1257,24,48,worth,0.0010707312640093089,0.012057346
1258,25,2,girl's,10.73484239761396,12.442395
1259,25,3,feet,9.23136143484557,7.2566934
1260,25,4,were,1.744328670148768,6.373573
1261,25,5,then,7.263544493350767,8.866829
1262,25,6,re-wrapped,10.440360576925709,8.033916
1263,25,7,even,13.829933138954635,3.6020467
1264,25,8,tighter,1.7253400410246553,3.2114015
1265,25,9,than,4.610433776391804,3.9738698
1266,25,10,before,0.28402837711258283,1.4911816
1267,25,11,causing,11.901828931624186,2.8915389
1268,25,12,her,0.751874520953088,3.4516788
1269,25,13,footprint,15.233774716365023,4.5744467
1270,25,14,to,0.16737668618017787,1.2931805
1271,25,15,shrink,6.263750960286549,6.4266305
1272,25,16,further,6.528406393926127,5.1996903
1273,25,17,as,5.426919388554498,3.5445037
1274,25,18,the,3.397123903092569,3.7541945
1275,25,19,bones,9.181402512906677,10.350657
1276,25,20,slowly,7.970864117802906,6.347942
1277,25,21,fused,5.126526410912817,8.12927
1278,25,22,into,4.317546381824263,2.1237402
1279,25,23,their,7.802775206441938,3.596931
1280,25,24,new,1.5681805618141553,6.9485984
1281,25,25,configuration,6.513448255320201,5.11831
1282,25,26,Occasionally,25.273002861984157,1.4203455
1283,25,27,girls,15.682787939492965,4.5907555
1284,25,28,feet,5.768216167447418,5.6445146
1285,25,29,would,0.9163014036850665,3.7274535
1286,25,30,fester,8.85638557226818,7.402139
1287,25,31,and,1.6541048141551893,5.1619854
1288,25,32,blood,10.937196572895672,7.84348
1289,25,33,poisoning,14.815933265943597,2.7872114
1290,25,34,from,5.33137552662673,2.8781238
1291,25,35,gangrene,9.01021703578382,6.273129
1292,25,36,could,4.275585654675838,1.9605377
1293,25,37,be,4.546948201436133,4.862466
1294,25,38,a,1.6961059828354585,5.5144086
1295,25,39,cause,7.483852497371134,4.7203593
1296,25,40,for,2.208020596550833,3.276718
1297,25,41,concern,1.1058843510892806,5.075593
1298,25,42,but,3.7545473928196396,5.381219
1299,25,43,an,9.144771073237315,7.037152
1300,25,44,estimated,9.8511138451111,7.944219
1301,25,45,90,4.490805261498599,6.7704
1302,25,46,survived,20.083243344867718,1.2322586
1303,25,47,the,2.2773894339576057,5.6800456
1304,25,48,process,4.426136966503244,8.59535
1305,26,2,early,7.376831162358967,10.744436
1306,26,3,task,12.244132707860947,9.969445
1307,26,4,will,5.68130480851805,4.437294
1308,26,5,be,0.11064421074162901,0.84703064
1309,26,6,to,0.40471679097623287,2.9022653
1310,26,7,make,5.974471594111064,8.34786
1311,26,8,sure,1.7851563498839331,6.0489254
1312,26,9,the,2.3159026850699798,4.594563
1313,26,10,newfound,17.116578376678564,11.833387
1314,26,11,microbes,7.973486519646782,11.264133
1315,26,12,were,7.937204476430116,4.609327
1316,26,13,not,2.0323619377455318,6.7092695
1317,26,14,introduced,3.3846760347798623,8.117982
1318,26,15,while,9.122330179510467,3.8729517
1319,26,16,drilling,9.851968339321369,5.4638853
1320,26,17,through,5.05872282365963,5.075297
1321,26,18,the,1.3575358625242688,5.7137733
1322,26,19,ice,3.402630628397789,7.945631
1323,26,20,into,7.08944482413223,4.802853
1324,26,21,the,0.9444178440981508,4.402785
1325,26,22,lake,6.1669241358539875,8.057468
1326,26,23,which,10.22489402714877,4.242359
1327,26,24,involved,14.118656815422804,5.718409
1328,26,25,a,3.868605363586474,8.268144
1329,26,26,hot-water,10.27220675330736,8.692465
1330,26,27,drilling,6.787515934411507,4.4138813
1331,26,28,technique,6.331690734127532,4.8018494
1332,26,29,designed,9.196442928666196,4.3118725
1333,26,30,to,0.24694947335822795,1.1037086
1334,26,31,greatly,13.175135531039704,7.825316
1335,26,32,reduce,1.7834037692670603,5.0472374
1336,26,33,or,9.965720731754342,3.0036259
1337,26,34,eliminate,1.1575065501383954,3.5424864
1338,26,35,any,3.2094266843797294,4.625165
1339,26,36,contamination,3.378941153665558,6.5626693
1340,26,37,that,4.184998294244834,3.660477
1341,26,38,might,1.1735209499130508,2.6905172
1342,26,39,come,5.957895962928278,3.1462958
1343,26,40,from,0.807657363750525,2.6299338
1344,26,41,other,6.368951090725194,5.594234
1345,26,42,kerosene-based,16.07363006977451,6.3622003
1346,26,43,drilling,1.3698333224144312,5.452041
1347,26,44,technology,7.193207521694691,4.423875
1348,26,45,Christner,20.121894627004753,2.8798912
1349,26,46,said,1.4633158362020775,4.9739575
1350,27,2,similar,6.790619222172135,8.875386
1351,27,3,but,7.486447561247015,4.0761647
1352,27,4,even,9.685938612104277,6.7175555
1353,27,5,more,1.3774849598458891,4.663451
1354,27,6,striking,9.846280371798597,10.309163
1355,27,7,is,1.812222364664913,4.741451
1356,27,8,the,0.6952452619500454,3.6093235
